name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_per_night,days_since_last_review
Lower East Side $57~/night,236655,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,1,7,83.0,16.0
Prime Location in Manhattan,237329,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,1,328,123.0,20.0
( F) Excellent/Pvt Rm,27848,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,2,365,27.5,49.0
"Quiet, sunny Midtown Manhattan apt.",240360,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,1,0,39.0,7.0
Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,1,0,40.0,602.0
cozy studio with parking spot,204539,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,98,30,33,5,240,3.2666666666666666,1521.0
Clean and convenient 2BR apartment,204539,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,5,365,20.0,1369.0
3 floors of luxury!,204539,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,265,7,38,5,365,37.857142857142854,72.0
The Institute—Heart of Williamsburg,10889,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,358,2,164,124.5,18.0
MIDTOWN WEST - Large alcove studio,255583,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,1,363,17.5,2008.0
Beautiful Uptown Manhattan apartmnt,253385,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,1,365,6.666666666666667,0.0
Sml Rm in pr Brst  Park Sl great for Med/students,210746,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,3,250,50.0,32.0
City Room - Private Penthouse Apt.,256161,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,104,5,247,121.0,16.0
Cozy bedroom by Yankee Stadium,190409,Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,3,323,45.0,8.0
Great apartment with private bathroom and entrance,258164,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,1,192,20.0,15.0
Private Garden Apt • New Renovation,260709,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,140,2,253,1,125,70.0,6.0
Modern comfort in art infused landmark Brownstone,262138,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,71,2,23,1,91,35.5,7.0
"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Manhattan,NoHo,40.72773,-73.99134,Private room,130,2,115,1,75,65.0,215.0
Sleek & Comfortable Soho Apt,263414,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,199,5,129,1,286,39.8,50.0
Spacious Williamsburg Share w/ LOFT BED,168525,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,69,4,82,2,60,17.25,28.0
Cozy 2 br in sunny Fort Greene apt,264928,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,68,3,37,1,0,22.666666666666668,189.0
Cozy East Village Railroad 1 Bed!,267593,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,204,1,192,130.0,7.0
1 Bedroom Loft w/ Private Roof Deck,268014,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,195,2,69,1,58,97.5,25.0
City Room - Private & Comfy Bedroom,256161,Manhattan,Harlem,40.81219,-73.94499,Private room,64,1,192,5,245,64.0,35.0
Elegant NYC Pad,272006,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,140,2,17,1,292,70.0,21.0
"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,2,222,1,279,79.5,14.0
"Modern, Large East Village Loft",239208,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,1,0,63.0,15.0
"Great new apt, close to everything",274557,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94,1,3,83.33333333333333,29.0
Quiet & Clean Retreat in the City,275459,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,1,351,79.66666666666667,45.0
Stylish Large Gramercy Loft!,275578,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,305,2,108,1,201,152.5,8.0
The Brownstone-Luxury 1 Bd Apt/NYC,276291,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,2,232,51.666666666666664,12.0
PRIVATE Room on Historic Sugar Hill,277379,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,2,258,60.0,5.0
South Slope Green,277394,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,1,272,67.5,52.0
"17 Flr. Manhattan Views, Nr. Subway",279797,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,1,341,17.142857142857142,61.0
"Spacious 1BR, Adorable Clean Quiet",282927,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,1,244,50.0,187.0
"Nice, clean, safe, convenient 3BR",204539,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,5,365,10.0,2485.0
Franklin St Flat in Trendy Greenpoint Brooklyn,274782,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,1,12,67.5,50.0
"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,2,265,62.5,7.0
One bedroom Apt. in NYC,288031,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,1,0,8.333333333333334,1280.0
"Beautiful, elegant 3 bed SOHO loft",289653,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,1,329,125.0,15.0
Spacious Greenwich Village Apt,99212,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,1,91,45.0,58.0
SpaHa Studio Monthly Rental,292204,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,2,365,4.464285714285714,282.0
City Room - Private Luxury Suite,256161,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,5,253,92.0,27.0
Private Room/bath Luxurious Harlem,249372,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,1,365,87.5,274.0
The gem of the East Village,292630,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,1,320,49.5,18.0
"Bright and spacious, garden below!",293394,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,1,0,48.75,682.0
ACCOMMODATIONS GALORE #2,126607,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,3,192,46.666666666666664,18.0
Colorful Private One Bedroom Apt,295760,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,1,0,67.5,1304.0
Huge Chelsea Loft,291112,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,1,348,250.0,711.0
Great room in great location,297176,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,2,0,5.714285714285714,37.0
Exclusive Room with Private Bath in  LES,297769,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,2,353,30.0,15.0
"Quiet, clean midtown apt w. elevato",23619,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,1,140,0.55,69.0
BK Sweet Suite w/Kitchen&FullBath,281764,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,1,2,21.666666666666668,24.0
Great East Village Apartment Rental,303882,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,1,56,2.6,43.0
BROWNSTONE SUNDRENCHED BEAUTY,197755,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,1,68,33.0,16.0
A SpeciaL!! Private Room in NY,303939,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,6,360,18.0,13.0
B NYC Staten Alternative...,303939,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,6,0,18.5,28.0
C Private Room By The Ferry,303939,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,6,320,18.5,6.0
Smallest House In The Village,306545,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,2,326,58.333333333333336,45.0
Beautiful modern studio apartment in heart of NYC,306605,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,2,76,22.77777777777778,17.0
Beautiful Landmarked Duplex,306739,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,3,279,95.0,22.0
BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,2,15,29.5,15.0
D Private Che@p Room 2 Explore NYC,303939,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,6,340,18.0,6.0
Safe cute near subway& Manhattan NY NY retro style,307962,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,1,226,19.8,14.0
Large and Cozy Private Bedroom,308652,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,2,365,39.0,53.0
Small tidy bedroom in duplex,310458,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,2,0,4.285714285714286,1043.0
LL3,295128,Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,7,349,45.0,0.0
DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,310670,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,13,365,52.5,11.0
"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,2,11,67.5,13.0
Cottage in the Village,306545,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,2,316,78.0,19.0
BEDROOM1 FOR RENT 10min from Manhan,311286,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,4,281,23.333333333333332,323.0
"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",312288,Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,2,323,10.714285714285714,0.0
Williamsburg near soho. / loftbed,312722,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,4,362,3.5294117647058822,182.0
Prime East Village 1 Bedroom,146944,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,1,0,66.66666666666667,0.0
BROOKLYN  STUDIO APARTMENT,313317,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,1,301,33.333333333333336,14.0
BEDROOM2 FOR RENT  10min from Manh,311286,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,4,189,17.5,187.0
cozy bedroom in lovely garden apt,314256,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,1,0,18.333333333333332,43.0
Crown Heights Garden Apt.,314582,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2,287,30.0,11.0
Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,1,14,6.428571428571429,187.0
ENJOY Downtown NYC!!,46978,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,2,86,34.0,15.0
Charming UWS Treehouse Apt,317809,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,1,261,57.5,2.0
Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,1,68,15.0,184.0
"Room in S3rd/Bedford, Williamsburg",320422,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,1,0,20.0,0.0
CHARMING EAST VILLAGE 2 (or 1) BR,320450,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,1,231,18.428571428571427,186.0
Farmhouse Apartment in Williamsburg,320761,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,1,152,13.0,9.0
Bright+Spacious Williamsburg Abode!,320538,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,1,46,23.75,1.0
"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,1,364,25.0,187.0
Beautiful 1 Bedroom Apt Park Slope,321934,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,1,246,87.5,2258.0
CHARMING CARROLL GARDENS APT.,322884,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,1,288,63.333333333333336,7.0
Private Bedroom Brownstone Brooklyn,322716,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,5,331,2.3333333333333335,8.0
East Village Loft with Piano & Patio,324460,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,1,51,70.66666666666667,13.0
Lower East Side Magic Room,314941,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,3,364,95.0,15.0
**Fantastic Williamsburg Apt**,325389,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,1,254,70.0,142.0
West Harlem Home Base - Eco-Apt.,136227,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1,189,22.5,15.0
Charming Garden Apt in Park Slope,327673,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2,263,75.0,15.0
"Lovely, Modern, Garden Apartment",329436,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,2,258,63.333333333333336,7.0
Central Park 1BR sunny condo,101597,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,1,103,4.428571428571429,23.0
Cozy Garden Apartment  in Williamsburg,330347,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,1,42,4.5,63.0
SoHa comfort-by NW Central Park!,332189,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,1,246,40.666666666666664,16.0
Cozy room in Upper West Side,323517,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,2,364,109.0,13.0
Cozy Private Room in Apartment,338454,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,1,318,2.8333333333333335,367.0
The Cozy Brownstone Inn (discount)!,240427,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,2,72,48.333333333333336,14.0
Prewar Penthouse w Private Terrace,342054,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,1,249,17.727272727272727,25.0
Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,3,272,125.0,11.0
Bright Beautiful Brooklyn,343250,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,1,325,41.666666666666664,967.0
Unique spacious loft on the Bowery,281229,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1,298,287.5,18.0
"Nice renovated apt, prime location!",352168,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,1,35,5.0,27.0
Brooklyn Writer's Nook,155689,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,1,203,14.0,9.0
Private Bedroom in Large NYC Apartment,353965,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1,132,45.0,8.0
"Large, Sunny Room East Village NYC",354330,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,1,5,21.666666666666668,179.0
Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,4,297,250.0,22.0
All That Jazz. Uptown style on Sugar Hill.,361855,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,2,276,83.33333333333333,45.0
Bright and lovely 1 bdrm apt in LES,363834,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,1,102,5.0,21.0
Beautiful One Bed West Village - 4 Month Special,364955,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,1,251,6.666666666666667,13.0
Gigantic Private Brooklyn Loft!,365153,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,1,188,229.0,1882.0
Condo Apartment with laundry in unit,369015,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,2,346,3.0,187.0
1BR: See Central Park from Terrace!,373085,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,1,0,8.461538461538462,143.0
Private room in cozy Greenpoint,340692,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,1,15,19.666666666666668,22.0
Food & Music Dream Apartment in Williamsburg,211877,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,1,71,48.75,15.0
French Garden cottage off Bedford,389924,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,2,215,169.0,31.0
Alcove Studio w/ outdoor Patio Deck,331328,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,3,253,8.071428571428571,1321.0
Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,1,78,17.857142857142858,2511.0
One Bedroom Mini studio - Free WIFI,265109,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,1,257,57.5,38.0
"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,1,0,27.5,3024.0
BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2,8,34.5,16.0
Bright Cozy Chinatown Studio Apt.,401696,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,1,191,50.0,11.0
Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3,182,84.5,10.0
Superior @ Box House,417504,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,28,79,59.666666666666664,7.0
Hells Kitchen Garden of Eden,134355,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,1,49,50.0,24.0
"Historic House Boerum Hill, BK, NYC",422561,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,1,0,33.75,1249.0
Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,1,156,58.333333333333336,79.0
"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,6,343,8.571428571428571,99.0
Cozy room in East Village with AC,434987,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1,200,35.5,4.0
Duplex w/ Terrace @ Box House Hotel,417504,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,28,60,116.33333333333333,1198.0
Loft w/ Terrace @ Box House Hotel,417504,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,28,60,116.33333333333333,45.0
Spacious 3 Bedroom Duplex in Park Slope,438133,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,2,189,5.5,286.0
Loft w/ Terrace @ Box House Hotel,417504,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,28,60,83.0,2979.0
Columbia Castle in Brooklyn Heights,448312,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,2,0,33.333333333333336,1025.0
Columbia Castle 2 BR,448312,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,2,106,66.66666666666667,8.0
"Charming Artist's Flat, East Village",449787,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,1,276,42.25,32.0
BEAUTIFUL 2 BEDROOM APARTMENT,451545,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1,248,61.666666666666664,6.0
Brooklyn Cove Studio Apt w/ Garden!!,453519,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,1,194,32.5,28.0
"Ft. Greene garden gem, large and convenient",454756,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,1,135,3.7142857142857144,308.0
Williamsburg penthouse with private roof cabana,456638,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,1,30,6.633333333333334,316.0
East Village Designer's 1-BR APT,410094,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,1,0,112.5,187.0
Superior @ Box House,417504,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,28,81,59.666666666666664,11.0
So Much Room in Brooklyn,459054,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,1,0,30.0,351.0
Large Studio--Heart of East Village,462776,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,1,142,139.0,12.0
Huge.Bright.Clean.Safe. Private Room,464506,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2,60,31.666666666666668,15.0
Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,5,179,5.266666666666667,175.0
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,2,52,75.0,14.0
The Brooklyn Waverly,116599,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,3,365,130.0,0.0
"WONDERFUL, COMFORTABLE STUDIO",209460,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,4,324,30.0,10.0
MAISON DES SIRENES 2,25183,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,2,237,60.0,15.0
"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,2,365,80.0,2.0
LARGE 1BR (CONV 2BR) CROWN HEIGHTS,503800,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,1,365,1.1111111111111112,0.0
The Vernon On Greene,478395,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,1,204,87.5,3.0
"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1,272,24.0,17.0
Lovely 1BR in Tree-lined WBurg,509341,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,1,0,20.0,1085.0
